"UF";"Cargo";"Nr";"Candidato";"Partido";"Coligação";"Situação";"Votação";"% Válidos";
"PI";"Governador";"13";"JOSÉ WELLINGTON BARROSO DE ARAÚJO DIAS";"PT";"PT / PP / PTB / PHS / PR / PROS / PRP / SD";"Eleito";"1.053.342";"63,08"
"";"";"";"";"";"";"";"1.053.342";""
"";"";"";"";"";"";"";"1.053.342";""
"PR";"Governador";"45";"CARLOS ALBERTO RICHA";"PSDB";"PSDB / PROS / DEM / PSB / PSD / PTB / PP / PPS / PSC / PR / SD / PSL / PSDC / PMN / PHS / PEN / PT do B";"Eleito";"3.301.322";"55,67"
"";"";"";"";"";"";"";"3.301.322";""
"";"";"";"";"";"";"";"3.301.322";""
"SC";"Governador";"55";"JOÃO RAIMUNDO COLOMBO";"PSD";"PSD / PRB / PMDB / PR / PTB / PSC / PSDC / PROS / PV / PC do B / PDT / DEM";"Eleito";"1.763.735";"51,36"
"";"";"";"";"";"";"";"1.763.735";""
"";"";"";"";"";"";"";"1.763.735";""
"SE";"Governador";"15";"JACKSON BARRETO DE LIMA";"PMDB";"PT / PSD / PC do B / PRTB / PDT / PRP / PROS / PSDC / PMDB / PSB / PRB";"Eleito";"537.793";"53,52"
"";"";"";"";"";"";"";"537.793";""
"";"";"";"";"";"";"";"537.793";""
"SP";"Governador";"45";"GERALDO JOSE RODRIGUES ALCKMIN FILHO";"PSDB";"PSDB / DEM / PEN / PMN / PT do B / PTC / PTN / SD / PPS / PRB / PSB / PSC / PSDC / PSL";"Eleito";"12.230.807";"57,31"
"";"";"";"";"";"";"";"12.230.807";""
"";"";"";"";"";"";"";"12.230.807";""
"TO";"Governador";"15";"MARCELO DE CARVALHO MIRANDA";"PMDB";"PMDB / PT / PSD / PV";"Eleito";"360.640";"51,30"
"";"";"";"";"";"";"";"35.580.173";""
"";"";"";"";"";"";"";"360.640";""
"";"";"";"";"";"";"";"360.640";""
"AC";"Senador";"111";"GLADSON DE LIMA CAMELI";"PP";"PMDB / PSDB / PT do B / PSC / PTC / PPS / PR / SD / PP / PSD";"Eleito";"218.756";"58,36"
"";"";"";"";"";"";"";"218.756";""
"";"";"";"";"";"";"";"218.756";""
"AL";"Senador";"144";"FERNANDO AFFONSO COLLOR DE MELLO";"PTB";"PV / PT do B / PMDB / PROS / PC do B / PSC / PHS / PTB / PSD / PDT / PT";"Eleito";"689.266";"55,69"
"";"";"";"";"";"";"";"689.266";""
"";"";"";"";"";"";"";"689.266";""
"AM";"Senador";"555";"OMAR JOSE ABDEL AZIZ";"PSD";"PROS / DEM / PSL / PTN / PSC / PR / PRTB / PHS / PTC / PV / PRP / PSDB / PEN / PSD / SD / PT do B";"Eleito";"933.996";"58,51"
"";"";"";"";"";"";"";"933.996";""
"";"";"";"";"";"";"";"933.996";""
"AP";"Senador";"255";"DAVID SAMUEL ALCOLUMBRE TOBELEM";"DEM";"DEM / PSDB / SD / PSD";"Eleito";"131.695";"36,26"
"";"";"";"";"";"";"";"131.695";""
"";"";"";"";"";"";"";"131.695";""
"BA";"Senador";"555";"OTTO ROBERTO MENDONCA DE ALENCAR";"PSD";"PT / PP / PSD / PDT / PR / PC do B / PTB / PMN";"Eleito";"3.341.111";"55,88"
"";"";"";"";"";"";"";"3.341.111";""
"";"";"";"";"";"";"";"3.341.111";""
"CE";"Senador";"456";"TASSO RIBEIRO JEREISSATI";"PSDB";"PMDB / PSC / DEM / PSDC / PRP / PSDB / PR / PTN / PPS";"Eleito";"2.314.796";"57,91"
"";"";"";"";"";"";"";"2.314.796";""
"";"";"";"";"";"";"";"2.314.796";""
"DF";"Senador";"123";"JOSÉ ANTONIO MACHADO REGUFFE";"PDT";"PSB / SD / PDT / PSD";"Eleito";"826.576";"57,61"
"";"";"";"";"";"";"";"826.576";""
"";"";"";"";"";"";"";"826.576";""
"ES";"Senador";"156";"ROSILDA DE FREITAS";"PMDB";"PMDB / PSDB / DEM / SD / PEN / PROS / PRP";"Eleito";"776.978";"46,23"
"";"";"";"";"";"";"";"776.978";""
"";"";"";"";"";"";"";"776.978";""
"GO";"Senador";"251";"RONALDO RAMOS CAIADO";"DEM";"PMDB / DEM / SD / PC do B / PRTB / PTN / PPL";"Eleito";"1.283.665";"47,57"
"";"";"";"";"";"";"";"1.283.665";""
"";"";"";"";"";"";"";"1.283.665";""
"MA";"Senador";"400";"ROBERTO COELHO ROCHA";"PSB";"PP / SD / PROS / PSDB / PC do B / PSB / PDT / PTC / PPS";"Eleito";"1.476.840";"51,41"
"";"";"";"";"";"";"";"1.476.840";""
"";"";"";"";"";"";"";"1.476.840";""
"MG";"Senador";"456";"ANTONIO AUGUSTO JUNHO ANASTASIA";"PSDB";"PSDB / PP / DEM / PSD / PTB / PPS / PV / PDT / PR / PMN / PSC / PSL / PTC / SD";"Eleito";"5.102.987";"56,73"
"";"";"";"";"";"";"";"5.102.987";""
"";"";"";"";"";"";"";"5.102.987";""
"MS";"Senador";"151";"SIMONE NASSAR TEBET";"PMDB";"PMDB / PSB / PT do B / PSC / PHS / PRB / PRTB / PTN / PEN";"Eleito";"640.336";"52,61"
"";"";"";"";"";"";"";"640.336";""
"";"";"";"";"";"";"";"640.336";""
"MT";"Senador";"222";"WELLINGTON ANTONIO FAGUNDES";"PR";"PT / PMDB / PROS / PR / PC do B";"Eleito";"646.344";"48,19"
"";"";"";"";"";"";"";"646.344";""
"";"";"";"";"";"";"";"646.344";""
"PA";"Senador";"131";"PAULO ROBERTO GALVAO DA ROCHA";"PT";"PMDB / PT / DEM / PC do B / PHS / PSL / PROS / PDT / PPL / PTN / PR";"Eleito";"1.566.350";"46,16"
"";"";"";"";"";"";"";"1.566.350";""
"";"";"";"";"";"";"";"1.566.350";""
"PB";"Senador";"155";"JOSÉ TARGINO MARANHÃO";"PMDB";"PMDB";"Eleito";"647.271";"37,12"
"";"";"";"";"";"";"";"647.271";""
"";"";"";"";"";"";"";"647.271";""
"PE";"Senador";"400";"FERNANDO BEZERRA DE SOUZA COELHO";"PSB";"PMDB / PC do B / PSB / PTC / PRP / PV / PTN / PR / PSD / PPS / PSDB / SD / PPL / DEM / PHS / PSDC / PROS / PP / PEN / PRTB / PSL";"Eleito";"2.655.912";"64,34"
"";"";"";"";"";"";"";"2.655.912";""
"";"";"";"";"";"";"";"2.655.912";""
"PI";"Senador";"141";"ELMANO FÉRRER DE ALMEIDA";"PTB";"PT / PP / PTB / PHS / PR / PROS / PRP / SD";"Eleito";"981.219";"62,29"
"";"";"";"";"";"";"";"981.219";""
"";"";"";"";"";"";"";"981.219";""
"PR";"Senador";"456";"ALVARO FERNANDES DIAS";"PSDB";"PSDB / PROS / DEM / PSB / PSD / PTB / PP / PPS / PSC / PR / SD / PSL / PSDC / PMN / PHS / PEN / PT do B";"Eleito";"4.101.848";"77,00"
"";"";"";"";"";"";"";"4.101.848";""
"";"";"";"";"";"";"";"4.101.848";""
"RJ";"Senador";"400";"ROMÁRIO DE SOUZA FARIA";"PSB";"PT / PV / PSB / PC do B";"Eleito";"4.683.963";"63,43"
"";"";"";"";"";"";"";"4.683.963";""
"";"";"";"";"";"";"";"4.683.963";""
"RN";"Senador";"131";"MARIA DE FÁTIMA BEZERRA";"PT";"PSD / PT / PC do B / PT do B / PP / PEN / PRTB / PTC";"Eleito";"808.055";"54,84"
"";"";"";"";"";"";"";"808.055";""
"";"";"";"";"";"";"";"808.055";""
"RO";"Senador";"123";"ACIR MARCOS GURGACZ";"PDT";"PMDB / PDT / PSB / PTN / PTB / PC do B / PRTB / PSL / PRP";"Eleito";"312.614";"41,98"
"";"";"";"";"";"";"";"312.614";""
"";"";"";"";"";"";"";"312.614";""
"RR";"Senador";"123";"TELMÁRIO MOTA DE OLIVEIRA";"PDT";"PT / PDT / PC do B / PV / PTC";"Eleito";"96.888";"41,24"
"";"";"";"";"";"";"";"96.888";""
"";"";"";"";"";"";"";"96.888";""
"RS";"Senador";"123";"LASIER COSTA MARTINS";"PDT";"PDT / PSC / DEM / PV / PEN";"Eleito";"2.145.479";"37,42"
"";"";"";"";"";"";"";"2.145.479";""
"";"";"";"";"";"";"";"2.145.479";""
"SC";"Senador";"155";"DÁRIO ELIAS BERGER";"PMDB";"PSD / PRB / PMDB / PR / PTB / PSC / PSDC / PROS / PV / PC do B / PDT / DEM";"Eleito";"1.308.521";"42,82"
"";"";"";"";"";"";"";"1.308.521";""
"";"";"";"";"";"";"";"1.308.521";""
"SE";"Senador";"251";"MARIA DO CARMO DO NASCIMENTO ALVES";"DEM";"DEM / PSDB / PP / PT do B / PSC / PTC / PSL / PTB / SD / PV / PPS / PHS / PMN / PR / PEN";"Eleito";"448.102";"48,91"
"";"";"";"";"";"";"";"448.102";""
"";"";"";"";"";"";"";"448.102";""
"SP";"Senador";"456";"JOSÉ SERRA";"PSDB";"PSDB / DEM / PEN / PMN / PT do B / PTC / PTN / SD / PPS / PRB / PSB / PSC / PSDC / PSL";"Eleito";"11.105.874";"57,92"
"";"";"";"";"";"";"";"11.105.874";""
"";"";"";"";"";"";"";"11.105.874";""
"TO";"Senador";"155";"KATIA REGINA DE ABREU";"PMDB";"PMDB / PT / PSD / PV";"Eleito";"282.052";"41,64"
"";"";"";"";"";"";"";"49.527.494";""
"";"";"";"";"";"";"";"282.052";""
"";"";"";"";"";"";"";"282.052";""
"AC";"Deputado Federal";"1314";"RAIMUNDO ANGELIM VASCONCELOS";"PT";"PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B";"Eleito por QP";"39.844";"9,98"
"";"";"4040";"CARLOS CESAR CORREIA DE MESSIAS";"PSB";"PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B";"Eleito por QP";"26.448";"6,63"
"";"";"4545";"WHERLES FERNANDES DA ROCHA";"PSDB";"PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD";"Eleito por QP";"23.466";"5,88"
"";"";"1331";"LEONARDO CUNHA DE BRITO";"PT";"PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B";"Eleito por QP";"20.876";"5,23"
"";"";"1515";"JÉSSICA ROJAS SALES";"PMDB";"PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD";"Eleito por QP";"20.339";"5,09"
"";"";"1313";"SEBASTIÃO SIBÁ MACHADO OLIVEIRA";"PT";"PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B";"Eleito por QP";"18.395";"4,61"
"";"";"1555";"FLAVIANO FLÁVIO BAPTISTA DE MELO";"PMDB";"PP / PMDB / PSC / PR / PPS / PTC / PSDB / PSD / PT do B / SD";"Eleito por QP";"18.372";"4,60"
"";"";"1012";"ALAN RICK MIRANDA";"PRB";"PT / PEN / PROS / PDT / PTB / PSL / PTN / PSDC / PHS / PSB / PRP / PPL / PRB / PC do B";"Eleito por média";"17.903";"4,48"
"";"";"";"";"";"";"";"185.643";""
"";"";"";"";"";"";"";"185.643";""
"AL";"Deputado Federal";"7777";"JOÃO HENRIQUE HOLANDA CALDAS";"SD";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Eleito por QP";"135.929";"9,82"
"";"";"1515";"MARX BELTRÃO LIMA SIQUEIRA";"PMDB";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Eleito por QP";"123.317";"8,91"
"";"";"4545";"PEDRO TORRES BRANDÃO VILELA";"PSDB";"PSDB / PRB";"Eleito por QP";"119.582";"8,64"
"";"";"1111";"ARTHUR CESAR PEREIRA DE LIRA";"PP";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Eleito por QP";"98.231";"7,09"
"";"";"1212";"RONALDO AUGUSTO LESSA SANTOS";"PDT";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Eleito por QP";"88.125";"6,36"
"";"";"9090";"GIVALDO DE SÁ GOUVEIA CARIMBÃO";"PROS";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Eleito por QP";"82.582";"5,96"
"";"";"2266";"MAURÍCIO QUINTELLA MALTA LESSA";"PR";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Eleito por QP";"76.706";"5,54"
"";"";"2800";"JOSE CICERO SOARES DE ALMEIDA";"PRTB";"PRTB / PPL / PMN";"Eleito por QP";"64.435";"4,65"
"";"";"1313";"PAULO FERNANDO DOS SANTOS";"PT";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Eleito por média";"53.284";"3,85"
"";"";"";"";"";"";"";"842.191";""
"";"";"";"";"";"";"";"842.191";""
"AM";"Deputado Federal";"4545";"ARTHUR VIRGILIO DO CARMO RIBEIRO BISNETO";"PSDB";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Eleito por QP";"250.916";"15,13"
"";"";"5555";"SILAS CAMARA";"PSD";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Eleito por QP";"166.281";"10,03"
"";"";"2222";"ALFREDO PEREIRA DO NASCIMENTO";"PR";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Eleito por QP";"120.060";"7,24"
"";"";"1515";"MARCOS SERGIO ROTTA";"PMDB";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Eleito por QP";"117.955";"7,11"
"";"";"2323";"HISSA NAGIB ABRAHÃO FILHO";"PPS";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Eleito por QP";"113.646";"6,85"
"";"";"2525";"PAUDERNEY TOMAZ AVELINO";"DEM";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Eleito por QP";"103.904";"6,27"
"";"";"5525";"ATILA SIDNEY LINS DE ALBUQUERQUE";"PSD";"PROS / DEM / PSDB / PR / PTN / PSC / PT do B / PTC / PRTB / PEN / PV / PHS / PSL / PSD / SD";"Eleito por média";"89.453";"5,39"
"";"";"1122";"MARIA DA CONCEIÇÃO SAMPAIO MOURA";"PP";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Eleito por QP";"71.878";"4,33"
"";"";"";"";"";"";"";"1.034.093";""
"";"";"";"";"";"";"";"1.034.093";""
"AP";"Deputado Federal";"1212";"ANTÔNIO ROBERTO RODRIGUES GÓES DA SILVA";"PDT";"PP / PDT / PMDB";"Eleito por QP";"22.134";"5,73"
"";"";"4040";"JANETE MARIA GÓES CAPIBERIBE";"PSB";"PSB / PT / PSOL / PC do B";"Eleito por QP";"21.108";"5,47"
"";"";"1512";"LUIZ GIONILSON PINHEIRO BORGES";"PMDB";"PP / PDT / PMDB";"Eleito por média";"18.709";"4,85"
"";"";"2222";"VINÍCIUS DE AZEVEDO GURGEL";"PR";"PR / PRB / PHS / PROS / PSDC / PEN / PV / PT do B";"Eleito por QP";"18.661";"4,83"
"";"";"1312";"MARCIVANIA DO SOCORRO DA ROCHA FLEXA";"PT";"PSB / PT / PSOL / PC do B";"Eleito por média";"16.162";"4,19"
"";"";"1010";"ANDRÉ DOS SANTOS ABDON";"PRB";"PR / PRB / PHS / PROS / PSDC / PEN / PV / PT do B";"Eleito por média";"13.798";"3,57"
"";"";"2020";"MARCOS JOSE REATEGUI SOUZA";"PSC";"PTB / PSC / PPS / PRTB / PMN / PTC / PRP / PPL";"Eleito por QP";"12.485";"3,23"
"";"";"1478";"JOZIANE ARAUJO NASCIMENTO ROCHA";"PTB";"PTB / PSC / PPS / PRTB / PMN / PTC / PRP / PPL";"Eleito por média";"10.007";"2,59"
"";"";"";"";"";"";"";"133.064";""
"";"";"";"";"";"";"";"133.064";""
"BA";"Deputado Federal";"1518";"LUCIO QUADROS VIEIRA LIMA";"PMDB";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"222.164";"3,34"
"";"";"1111";"MÁRIO SÍLVIO MENDES NEGROMONTE JÚNIOR";"PP";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"169.215";"2,55"
"";"";"2020";"ANTONIO LAZARO SILVA";"PSC";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"161.438";"2,43"
"";"";"1410";"ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO";"PTB";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"159.840";"2,40"
"";"";"1144";"RONALDO CARLETTO";"PP";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"148.628";"2,24"
"";"";"6565";"DANIEL GOMES DE ALMEIDA";"PC do B";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"135.382";"2,04"
"";"";"1234";"FELIX DE ALMEIDA MENDONÇA JUNIOR";"PDT";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"130.583";"1,96"
"";"";"1300";"LUIZ CARLOS CAETANO";"PT";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"125.862";"1,89"
"";"";"1115";"CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO";"PP";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"125.605";"1,89"
"";"";"1313";"JORGE JOSÉ SANTOS PEREIRA SOLLA";"PT";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"125.159";"1,88"
"";"";"1310";"VALMIR CARLOS DA ASSUNÇÃO";"PT";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"123.284";"1,85"
"";"";"4555";"ANTONIO JOSÉ IMBASSAHY DA SILVA";"PSDB";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"120.479";"1,81"
"";"";"4567";"JOÃO GUALBERTO VASCONCELOS";"PSDB";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"117.671";"1,77"
"";"";"1010";"MÁRCIO CARLOS MARINHO";"PRB";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"117.470";"1,77"
"";"";"1012";"ERONILDES VASCONCELOS CARVALHO";"PRB";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"116.912";"1,76"
"";"";"1322";"WALDENOR ALVES PEREIRA FILHO";"PT";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"114.965";"1,73"
"";"";"2288";"JOÃO CARLOS PAOLILO BACELAR FILHO";"PR";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"111.643";"1,68"
"";"";"1346";"NELSON VICENTE PORTELA PELLEGRINO";"PT";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"111.252";"1,67"
"";"";"1123";"ROBERTO PEREIRA DE BRITTO";"PP";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"110.822";"1,67"
"";"";"2526";"PAULO VELLOSO DANTAS AZI";"DEM";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"110.662";"1,66"
"";"";"4545";"JUTAHY MAGALHÃES JUNIOR";"PSDB";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"108.476";"1,63"
"";"";"5577";"JOSÉ NUNES SOARES";"PSD";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"105.776";"1,59"
"";"";"2555";"JOSÉ CARLOS ALELUIA COSTA";"DEM";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"101.924";"1,53"
"";"";"2222";"JOSÉ ALVES ROCHA";"PR";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"101.663";"1,53"
"";"";"1312";"JOSIAS GOMES DA SILVA";"PT";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"98.871";"1,49"
"";"";"4013";"ADALBERTO SOUZA GALVAO";"PSB";"PSB / PSL / PPL";"Eleito por QP";"96.134";"1,45"
"";"";"7712";"ARTHUR DE OLIVEIRA MAIA DA SILVA";"SD";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"95.698";"1,44"
"";"";"1919";"JOAO CARLOS BACELAR BATISTA";"PTN";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"95.158";"1,43"
"";"";"2522";"CLAUDIO CAJADO SAMPAIO";"DEM";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"89.118";"1,34"
"";"";"2552";"ELMAR JOSÉ VIEIRA NASCIMENTO";"DEM";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por QP";"88.334";"1,33"
"";"";"5580";"SERGIO LUIS LACERDA BRITO";"PSD";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"83.658";"1,26"
"";"";"1301";"AFONSO BANDEIRA FLORENCE";"PT";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"82.661";"1,24"
"";"";"1363";"MOEMA ISABEL PASSOS GRAMACHO";"PT";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"81.414";"1,22"
"";"";"5529";"PAULO SERGIO PARANHOS DE MAGALHÃES";"PSD";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"77.045";"1,16"
"";"";"2012";"ERIVELTON LIMA SANTANA";"PSC";"DEM / PMDB / PSDB / PTN / SD / PROS / PRB / PSC";"Eleito por média";"74.836";"1,13"
"";"";"6522";"ALICE MAZZUCO PORTUGAL";"PC do B";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por QP";"72.682";"1,09"
"";"";"5500";"JOSÉ CARLOS LEÃO DE ARAUJO";"PSD";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por média";"72.013";"1,08"
"";"";"1400";"BENITO DA GAMA SANTOS";"PTB";"PP / PDT / PT / PTB / PR / PSD / PC do B";"Eleito por média";"71.372";"1,07"
"";"";"3637";"ULDURICO ALENCAR PINTO";"PTC";"PPS / PSDC / PTC / PV / PRP / PT do B";"Eleito por QP";"39.904";"0,60"
"";"";"";"";"";"";"";"4.295.773";""
"";"";"";"";"";"";"";"4.295.773";""
"CE";"Deputado Federal";"2525";"MORONI BING TORGAN";"DEM";"DEM / PPS / PSDC / PTN";"Eleito por QP";"277.774";"6,36"
"";"";"7777";"GENECIAS MATEUS NORONHA";"SD";"PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS";"Eleito por QP";"221.567";"5,07"
"";"";"1322";"JOSE NOBRE GUIMARÃES";"PT";"PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS";"Eleito por QP";"209.032";"4,79"
"";"";"9090";"DOMINGOS GOMES DE AGUIAR NETO";"PROS";"PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS";"Eleito por QP";"185.226";"4,24"
"";"";"1513";"FRANCISCO DANILO BASTOS FORTE";"PMDB";"PMDB / PSC / PR / PRP / PSDB";"Eleito por QP";"180.157";"4,13"
"";"";"1500";"ANIBAL FERREIRA GOMES";"PMDB";"PMDB / PSC / PR / PRP / PSDB";"Eleito por QP";"173.736";"3,98"
"";"";"2323";"MOSES HAENDEL MELO RODRIGUES";"PPS";"DEM / PPS / PSDC / PTN";"Eleito por QP";"147.044";"3,37"
"";"";"2233";"MARIA GORETE PEREIRA";"PR";"PMDB / PSC / PR / PRP / PSDB";"Eleito por QP";"130.983";"3,00"
"";"";"1313";"LUIZIANNE DE OLIVEIRA LINS";"PT";"PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS";"Eleito por QP";"130.717";"2,99"
"";"";"1234";"ANDRE PEIXOTO FIGUEIREDO LIMA";"PDT";"PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS";"Eleito por QP";"125.360";"2,87"
"";"";"1331";"LUIZ ODORICO MONTEIRO DE ANDRADE";"PT";"PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS";"Eleito por QP";"121.640";"2,79"
"";"";"2290";"FLAVIO ALVES SABINO";"PR";"PMDB / PSC / PR / PRP / PSDB";"Eleito por QP";"120.485";"2,76"
"";"";"1010";"RONALDO MANCHADO MARTINS";"PRB";"PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS";"Eleito por QP";"117.930";"2,70"
"";"";"3131";"JOSE ADAIL CARNEIRO SILVA";"PHS";"PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS";"Eleito por QP";"113.885";"2,61"
"";"";"1777";"JOSE MARIA MACEDO JUNIOR";"PSL";"PRB / PP / PDT / PT / PTB / PSL / PHS / PSD / PC do B / SD / PROS";"Eleito por QP";"107.734";"2,47"
"";"";"4511";"RAIMUNDO GOMES DE MATOS";"PSDB";"PMDB / PSC / PR / PRP / PSDB";"Eleito por QP";"95.145";"2,18"
