"UF";"Cargo";"Nr";"Candidato";"Partido";"Coligação";"Situação";"Votação";"% Válidos";
"";"";"1000";"THALES CAVALCANTE NOVAIS DE CASTRO";"PRB";"PSDB / PRB";"Suplente";"1.070";"0,08"
"";"";"5444";"SERGIO CABRAL BARBOSA";"PPL";"PRTB / PPL / PMN";"Suplente";"1.045";"0,08"
"";"";"2811";"ANTONIO JORGE GOMES";"PRTB";"PRTB / PPL / PMN";"Suplente";"978";"0,07"
"";"";"4377";"ROSIETE GOIS RAMOS";"PV";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"857";"0,06"
"";"";"2727";"ALISSON CARDOSO DA SILVA";"PSDC";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"839";"0,06"
"";"";"2014";"JOSÉ JERÔNIMO DE FARIAS NETO";"PSC";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"758";"0,05"
"";"";"4550";"ADISSON FLORENCIO DA SILVA CORREA";"PSDB";"PSDB / PRB";"Suplente";"740";"0,05"
"";"";"4000";"ALVARO FERREIRA GUIMARÃES FILHO";"PSB";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"734";"0,05"
"";"";"2555";"FLAVIO HENRIQUE CATÃO NOGUEIRA";"DEM";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"709";"0,05"
"";"";"4312";"MARIA APARECIDA GERMANO DOS SANTOS";"PV";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"680";"0,05"
"";"";"4099";"MARIA LIGIA MININ DE LINS";"PSB";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"662";"0,05"
"";"";"3311";"MARCELO ALVES DA SILVA";"PMN";"PRTB / PPL / PMN";"Suplente";"508";"0,04"
"";"";"4040";"PAULO ROBERTO NUNES CALAÇA";"PSB";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"483";"0,03"
"";"";"2850";"ROBERTO FREIRES DE ARAUJO";"PRTB";"PRTB / PPL / PMN";"Suplente";"427";"0,03"
"";"";"1022";"CLIUTON SANTOS";"PRB";"PSDB / PRB";"Suplente";"425";"0,03"
"";"";"4044";"IRIS DOS SANTOS MELO";"PSB";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"341";"0,02"
"";"";"2899";"CICERA MARIA DE OLIVEIRA";"PRTB";"PRTB / PPL / PMN";"Suplente";"333";"0,02"
"";"";"1512";"MARIA DE FÁTIMA DOS SANTOS";"PMDB";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"281";"0,02"
"";"";"4333";"CARLOS ALBERTO DA SILVA";"PV";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"271";"0,02"
"";"";"1551";"MÁRCIA CRISTINA MARCOLINO";"PMDB";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"261";"0,02"
"";"";"1033";"MARIA DO ROSÁRIO BARBOZA DA SILVA";"PRB";"PSDB / PRB";"Suplente";"206";"0,01"
"";"";"3300";"TACIANA CORREIA SILVA";"PMN";"PRTB / PPL / PMN";"Suplente";"186";"0,01"
"";"";"2833";"JOSE MARCOS DAS CHAGAS";"PRTB";"PRTB / PPL / PMN";"Suplente";"181";"0,01"
"";"";"7070";"CRISTIANE MARQUES SAMPAIO";"PT do B";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"173";"0,01"
"";"";"1516";"VANIA LUCIA SOUZA DA SILVA";"PMDB";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"119";"0,01"
"";"";"2845";"MARIA SILVANA RODRIGUES SOARES";"PRTB";"PRTB / PPL / PMN";"Suplente";"116";"0,01"
"";"";"5578";"JOÃO JOSÉ PEREIRA DE LYRA";"PSD";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"102";"0,01"
"";"";"1052";"TEODORO CAVALCANTI DE MELO";"PRB";"PSDB / PRB";"Suplente";"85";"0,01"
"";"";"2299";"MEIRE ROSE NUNES ALVES";"PR";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"80";"0,01"
"";"";"4595";"VIVIANE JULIANE RAMOS DA SILVA";"PSDB";"PSDB / PRB";"Suplente";"72";"0,01"
"";"";"4589";"ANDREIA CHRISTINA DOS SANTOS VITAL";"PSDB";"PSDB / PRB";"Suplente";"63";"0,00"
"";"";"4553";"JOAO BATISTA DA SILVA";"PSDB";"PSDB / PRB";"Suplente";"61";"0,00"
"";"";"4505";"JESSYCA BEATRIZ PINTO FERREIRA";"PSDB";"PSDB / PRB";"Suplente";"54";"0,00"
"";"";"2356";"MARILIA DA SILVA SANTOS";"PPS";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"52";"0,00"
"";"";"3312";"SONIA MARIA TEIXEIRA SOARES";"PMN";"PRTB / PPL / PMN";"Suplente";"44";"0,00"
"";"";"1166";"AUDINEIDE SILVA CAVALCANTE";"PP";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"38";"0,00"
"";"";"2820";"JULIANA DOS SANTOS LIMA";"PRTB";"PRTB / PPL / PMN";"Suplente";"35";"0,00"
"";"";"2835";"PAULA CAVALCANTE AMELIO SILVA";"PRTB";"PRTB / PPL / PMN";"Suplente";"20";"0,00"
"";"";"2344";"POLYANNA KAROLYNE HONORATO TEIXEIRA";"PPS";"PP / PPS / PSDC / PRP / PR / PSL / PSB / SD / DEM";"Suplente";"18";"0,00"
"";"";"1560";"YONARA TENÓRIO TOLEDO";"PMDB";"PDT / PSC / PMDB / PV / PTB / PSD / PT do B / PROS / PC do B / PT / PHS";"Suplente";"13";"0,00"
"";"";"";"";"";"";"";"431.469";""
"";"";"";"";"";"";"";"431.469";""
"AM";"Deputado Federal";"1414";"RAIMUNDO SABINO CASTELO BRANCO MAUES";"PTB";"PMDB / PP / PT / PDT / PTB / PPS / PRB / PSDC / PPL / PC do B";"Suplente";"69.708";"4,20"
